DateKey,FullDate,Year,Quarter,Month,Day,DayOfWeek
20110303,2011-03-03,2011,1,3,3,Thursday
20071230,2007-12-30,2007,4,12,30,Sunday
20110820,2011-08-20,2011,3,8,20,Saturday
20121217,2012-12-17,2012,4,12,17,Monday
20130110,2013-01-10,2013,1,1,10,Thursday
20140926,2014-09-26,2014,3,9,26,Friday
20110101,2011-01-01,2011,1,1,1,Saturday
20121112,2012-11-12,2012,4,11,12,Monday
20120105,2012-01-05,2012,1,1,5,Thursday
20120914,2012-09-14,2012,3,9,14,Friday
20151106,2015-11-06,2015,4,11,6,Friday
20151105,2015-11-05,2015,4,11,5,Thursday
20151103,2015-11-03,2015,4,11,3,Tuesday
20151104,2015-11-04,2015,4,11,4,Wednesday
20151115,2015-11-15,2015,4,11,15,Sunday
20151122,2015-11-22,2015,4,11,22,Sunday
20151127,2015-11-27,2015,4,11,27,Friday
20151113,2015-11-13,2015,4,11,13,Friday
20151114,2015-11-14,2015,4,11,14,Saturday
20160615,2016-06-15,2016,2,6,15,Wednesday
20151120,2015-11-20,2015,4,11,20,Friday
20170314,2017-03-14,2017,1,3,14,Tuesday
20160701,2016-07-01,2016,3,7,1,Friday
20170120,2017-01-20,2017,1,1,20,Friday
20160703,2016-07-03,2016,3,7,3,Sunday
19960412,1996-04-12,1996,2,4,12,Friday
19960513,1996-05-13,1996,2,5,13,Monday
20030117,2003-01-17,2003,1,1,17,Friday
19960827,1996-08-27,1996,3,8,27,Tuesday
19960908,1996-09-08,1996,3,9,8,Sunday
19960915,1996-09-15,1996,3,9,15,Sunday
19960828,1996-08-28,1996,3,8,28,Wednesday
19960914,1996-09-14,1996,3,9,14,Saturday
19960901,1996-09-01,1996,3,9,1,Sunday
19960930,1996-09-30,1996,3,9,30,Monday
19960830,1996-08-30,1996,3,8,30,Friday
20070331,2007-03-31,2007,1,3,31,Saturday
20180214,2018-02-14,2018,1,2,14,Wednesday
20180117,2018-01-17,2018,1,1,17,Wednesday
20180116,2018-01-16,2018,1,1,16,Tuesday
20180215,2018-02-15,2018,1,2,15,Thursday
20180217,2018-02-17,2018,1,2,17,Saturday
20180216,2018-02-16,2018,1,2,16,Friday
20180120,2018-01-20,2018,1,1,20,Saturday
20180223,2018-02-23,2018,1,2,23,Friday
20180222,2018-02-22,2018,1,2,22,Thursday
20180219,2018-02-19,2018,1,2,19,Monday
20180127,2018-01-27,2018,1,1,27,Saturday
20150918,2015-09-18,2015,3,9,18,Friday
20171223,2017-12-23,2017,4,12,23,Saturday
20151011,2015-10-11,2015,4,10,11,Sunday
20010121,2001-01-21,2001,1,1,21,Sunday
20010124,2001-01-24,2001,1,1,24,Wednesday
20170125,2017-01-25,2017,1,1,25,Wednesday
20170126,2017-01-26,2017,1,1,26,Thursday
20001005,2000-10-05,2000,4,10,5,Thursday
20000517,2000-05-17,2000,2,5,17,Wednesday
20000508,2000-05-08,2000,2,5,8,Monday
20000506,2000-05-06,2000,2,5,6,Saturday
20000531,2000-05-31,2000,2,5,31,Wednesday
19991211,1999-12-11,1999,4,12,11,Saturday
20001006,2000-10-06,2000,4,10,6,Friday
20000119,2000-01-19,2000,1,1,19,Wednesday
20000822,2000-08-22,2000,3,8,22,Tuesday
19991212,1999-12-12,1999,4,12,12,Sunday
20000129,2000-01-29,2000,1,1,29,Saturday
20000804,2000-08-04,2000,3,8,4,Friday
20001223,2000-12-23,2000,4,12,23,Saturday
20000717,2000-07-17,2000,3,7,17,Monday
20001001,2000-10-01,2000,4,10,1,Sunday
20000416,2000-04-16,2000,2,4,16,Sunday
19991216,1999-12-16,1999,4,12,16,Thursday
20000514,2000-05-14,2000,2,5,14,Sunday
20000716,2000-07-16,2000,3,7,16,Sunday
20120516,2012-05-16,2012,2,5,16,Wednesday
19961001,1996-10-01,1996,4,10,1,Tuesday
20150703,2015-07-03,2015,3,7,3,Friday
20150710,2015-07-10,2015,3,7,10,Friday
20160713,2016-07-13,2016,3,7,13,Wednesday
20150725,2015-07-25,2015,3,7,25,Saturday
20150802,2015-08-02,2015,3,8,2,Sunday
20151002,2015-10-02,2015,4,10,2,Friday
20150801,2015-08-01,2015,3,8,1,Saturday
20150809,2015-08-09,2015,3,8,9,Sunday
20150704,2015-07-04,2015,3,7,4,Saturday
20150829,2015-08-29,2015,3,8,29,Saturday
20160214,2016-02-14,2016,1,2,14,Sunday
20170913,2017-09-13,2017,3,9,13,Wednesday
20170910,2017-09-10,2017,3,9,10,Sunday
20151116,2015-11-16,2015,4,11,16,Monday
20151219,2015-12-19,2015,4,12,19,Saturday
20160124,2016-01-24,2016,1,1,24,Sunday
20150724,2015-07-24,2015,3,7,24,Friday
20150726,2015-07-26,2015,3,7,26,Sunday
20150705,2015-07-05,2015,3,7,5,Sunday
20151230,2015-12-30,2015,4,12,30,Wednesday
20150921,2015-09-21,2015,3,9,21,Monday
20150808,2015-08-08,2015,3,8,8,Saturday
20160328,2016-03-28,2016,1,3,28,Monday
20150813,2015-08-13,2015,3,8,13,Thursday
20160125,2016-01-25,2016,1,1,25,Monday
20150905,2015-09-05,2015,3,9,5,Saturday
20150913,2015-09-13,2015,3,9,13,Sunday
20151206,2015-12-06,2015,4,12,6,Sunday
20150731,2015-07-31,2015,3,7,31,Friday
20160522,2016-05-22,2016,2,5,22,Sunday
20151220,2015-12-20,2015,4,12,20,Sunday
20150822,2015-08-22,2015,3,8,22,Saturday
20151026,2015-10-26,2015,4,10,26,Monday
20150919,2015-09-19,2015,3,9,19,Saturday
20150817,2015-08-17,2015,3,8,17,Monday
20170702,2017-07-02,2017,3,7,2,Sunday
19970403,1997-04-03,1997,2,4,3,Thursday
19961110,1996-11-10,1996,4,11,10,Sunday
20160425,2016-04-25,2016,2,4,25,Monday
20151112,2015-11-12,2015,4,11,12,Thursday
20151111,2015-11-11,2015,4,11,11,Wednesday
20151129,2015-11-29,2015,4,11,29,Sunday
20151124,2015-11-24,2015,4,11,24,Tuesday
20120507,2012-05-07,2012,2,5,7,Monday
20160919,2016-09-19,2016,3,9,19,Monday
20160920,2016-09-20,2016,3,9,20,Tuesday
20160921,2016-09-21,2016,3,9,21,Wednesday
20160917,2016-09-17,2016,3,9,17,Saturday
20160923,2016-09-23,2016,3,9,23,Friday
20160922,2016-09-22,2016,3,9,22,Thursday
20161010,2016-10-10,2016,4,10,10,Monday
20161002,2016-10-02,2016,4,10,2,Sunday
20171008,2017-10-08,2017,4,10,8,Sunday
20161012,2016-10-12,2016,4,10,12,Wednesday
20161007,2016-10-07,2016,4,10,7,Friday
20161210,2016-12-10,2016,4,12,10,Saturday
20161203,2016-12-03,2016,4,12,3,Saturday
20161011,2016-10-11,2016,4,10,11,Tuesday
20161001,2016-10-01,2016,4,10,1,Saturday
20170127,2017-01-27,2017,1,1,27,Friday
20161103,2016-11-03,2016,4,11,3,Thursday
20171219,2017-12-19,2017,4,12,19,Tuesday
20161009,2016-10-09,2016,4,10,9,Sunday
20160930,2016-09-30,2016,3,9,30,Friday
20160925,2016-09-25,2016,3,9,25,Sunday
20170308,2017-03-08,2017,1,3,8,Wednesday
20161211,2016-12-11,2016,4,12,11,Sunday
20170105,2017-01-05,2017,1,1,5,Thursday
20161005,2016-10-05,2016,4,10,5,Wednesday
20161027,2016-10-27,2016,4,10,27,Thursday
20170524,2017-05-24,2017,2,5,24,Wednesday
20171220,2017-12-20,2017,4,12,20,Wednesday
20100115,2010-01-15,2010,1,1,15,Friday
19980628,1998-06-28,1998,2,6,28,Sunday
20061229,2006-12-29,2006,4,12,29,Friday
19960520,1996-05-20,1996,2,5,20,Monday
20121010,2012-10-10,2012,4,10,10,Wednesday
20060910,2006-09-10,2006,3,9,10,Sunday
20120223,2012-02-23,2012,1,2,23,Thursday
20060928,2006-09-28,2006,3,9,28,Thursday
20070326,2007-03-26,2007,1,3,26,Monday
20061110,2006-11-10,2006,4,11,10,Friday
20061127,2006-11-27,2006,4,11,27,Monday
19960923,1996-09-23,1996,3,9,23,Monday
19960523,1996-05-23,1996,2,5,23,Thursday
20011230,2001-12-30,2001,4,12,30,Sunday
19960518,1996-05-18,1996,2,5,18,Saturday
20080307,2008-03-07,2008,1,3,7,Friday
20080929,2008-09-29,2008,3,9,29,Monday
20160127,2016-01-27,2016,1,1,27,Wednesday
20040526,2004-05-26,2004,2,5,26,Wednesday
19991117,1999-11-17,1999,4,11,17,Wednesday
20000204,2000-02-04,2000,1,2,4,Friday
20000823,2000-08-23,2000,3,8,23,Wednesday
20030608,2003-06-08,2003,2,6,8,Sunday
20020917,2002-09-17,2002,3,9,17,Tuesday
20001109,2000-11-09,2000,4,11,9,Thursday
20020520,2002-05-20,2002,2,5,20,Monday
20000202,2000-02-02,2000,1,2,2,Wednesday
20020828,2002-08-28,2002,3,8,28,Wednesday
20020503,2002-05-03,2002,2,5,3,Friday
20000303,2000-03-03,2000,1,3,3,Friday
20011219,2001-12-19,2001,4,12,19,Wednesday
20031104,2003-11-04,2003,4,11,4,Tuesday
20000224,2000-02-24,2000,1,2,24,Thursday
20020131,2002-01-31,2002,1,1,31,Thursday
20040401,2004-04-01,2004,2,4,1,Thursday
20050602,2005-06-02,2005,2,6,2,Thursday
20070531,2007-05-31,2007,2,5,31,Thursday
20050505,2005-05-05,2005,2,5,5,Thursday
20020614,2002-06-14,2002,2,6,14,Friday
20001221,2000-12-21,2000,4,12,21,Thursday
20010622,2001-06-22,2001,2,6,22,Friday
20000104,2000-01-04,2000,1,1,4,Tuesday
20021023,2002-10-23,2002,4,10,23,Wednesday
20070223,2007-02-23,2007,1,2,23,Friday
20020111,2002-01-11,2002,1,1,11,Friday
20060714,2006-07-14,2006,3,7,14,Friday
20040126,2004-01-26,2004,1,1,26,Monday
20011026,2001-10-26,2001,4,10,26,Friday
19991206,1999-12-06,1999,4,12,6,Monday
20011109,2001-11-09,2001,4,11,9,Friday
20040511,2004-05-11,2004,2,5,11,Tuesday
20000105,2000-01-05,2000,1,1,5,Wednesday
20000407,2000-04-07,2000,2,4,7,Friday
20020213,2002-02-13,2002,1,2,13,Wednesday
20011130,2001-11-30,2001,4,11,30,Friday
20020220,2002-02-20,2002,1,2,20,Wednesday
20011025,2001-10-25,2001,4,10,25,Thursday
20001103,2000-11-03,2000,4,11,3,Friday
20020513,2002-05-13,2002,2,5,13,Monday
20010816,2001-08-16,2001,3,8,16,Thursday
20000609,2000-06-09,2000,2,6,9,Friday
20010125,2001-01-25,2001,1,1,25,Thursday
20040316,2004-03-16,2004,1,3,16,Tuesday
20010919,2001-09-19,2001,3,9,19,Wednesday
20010206,2001-02-06,2001,1,2,6,Tuesday
20010323,2001-03-23,2001,1,3,23,Friday
20010904,2001-09-04,2001,3,9,4,Tuesday
20020508,2002-05-08,2002,2,5,8,Wednesday
20011213,2001-12-13,2001,4,12,13,Thursday
20010601,2001-06-01,2001,2,6,1,Friday
20021210,2002-12-10,2002,4,12,10,Tuesday
20020411,2002-04-11,2002,2,4,11,Thursday
20020730,2002-07-30,2002,3,7,30,Tuesday
20021104,2002-11-04,2002,4,11,4,Monday
20030618,2003-06-18,2003,2,6,18,Wednesday
20020909,2002-09-09,2002,3,9,9,Monday
20021111,2002-11-11,2002,4,11,11,Monday
20021004,2002-10-04,2002,4,10,4,Friday
20061220,2006-12-20,2006,4,12,20,Wednesday
20020306,2002-03-06,2002,1,3,6,Wednesday
20030205,2003-02-05,2003,1,2,5,Wednesday
20030715,2003-07-15,2003,3,7,15,Tuesday
20021125,2002-11-25,2002,4,11,25,Monday
20030808,2003-08-08,2003,3,8,8,Friday
20020621,2002-06-21,2002,2,6,21,Friday
20060825,2006-08-25,2006,3,8,25,Friday
20040325,2004-03-25,2004,1,3,25,Thursday
20030322,2003-03-22,2003,1,3,22,Saturday
20031217,2003-12-17,2003,4,12,17,Wednesday
20040615,2004-06-15,2004,2,6,15,Tuesday
20041004,2004-10-04,2004,4,10,4,Monday
20060425,2006-04-25,2006,2,4,25,Tuesday
20050909,2005-09-09,2005,3,9,9,Friday
20050823,2005-08-23,2005,3,8,23,Tuesday
20050712,2005-07-12,2005,3,7,12,Tuesday
20061013,2006-10-13,2006,4,10,13,Friday
20070802,2007-08-02,2007,3,8,2,Thursday
20171213,2017-12-13,2017,4,12,13,Wednesday
19960801,1996-08-01,1996,3,8,1,Thursday
20151013,2015-10-13,2015,4,10,13,Tuesday
20151015,2015-10-15,2015,4,10,15,Thursday
20060115,2006-01-15,2006,1,1,15,Sunday
20060109,2006-01-09,2006,1,1,9,Monday
20110805,2011-08-05,2011,3,8,5,Friday
20080217,2008-02-17,2008,1,2,17,Sunday
20161224,2016-12-24,2016,4,12,24,Saturday
19980802,1998-08-02,1998,3,8,2,Sunday
19970125,1997-01-25,1997,1,1,25,Saturday
19970214,1997-02-14,1997,1,2,14,Friday
20151223,2015-12-23,2015,4,12,23,Wednesday
20170205,2017-02-05,2017,1,2,5,Sunday
20000624,2000-06-24,2000,2,6,24,Saturday
20000810,2000-08-10,2000,3,8,10,Thursday
20050127,2005-01-27,2005,1,1,27,Thursday
20000102,2000-01-02,2000,1,1,2,Sunday
19991014,1999-10-14,1999,4,10,14,Thursday
19991013,1999-10-13,1999,4,10,13,Wednesday
19991015,1999-10-15,1999,4,10,15,Friday
19991018,1999-10-18,1999,4,10,18,Monday
19991106,1999-11-06,1999,4,11,6,Saturday
20050128,2005-01-28,2005,1,1,28,Friday
20000610,2000-06-10,2000,2,6,10,Saturday
20010519,2001-05-19,2001,2,5,19,Saturday
20000130,2000-01-30,2000,1,1,30,Sunday
20000320,2000-03-20,2000,1,3,20,Monday
20001014,2000-10-14,2000,4,10,14,Saturday
20050226,2005-02-26,2005,1,2,26,Saturday
20010614,2001-06-14,2001,2,6,14,Thursday
20101126,2010-11-26,2010,4,11,26,Friday
20171022,2017-10-22,2017,4,10,22,Sunday
20001009,2000-10-09,2000,4,10,9,Monday
20001015,2000-10-15,2000,4,10,15,Sunday
20001010,2000-10-10,2000,4,10,10,Tuesday
20001013,2000-10-13,2000,4,10,13,Friday
20010528,2001-05-28,2001,2,5,28,Monday
20001214,2000-12-14,2000,4,12,14,Thursday
20001203,2000-12-03,2000,4,12,3,Sunday
20031012,2003-10-12,2003,4,10,12,Sunday
20030717,2003-07-17,2003,3,7,17,Thursday
20010626,2001-06-26,2001,2,6,26,Tuesday
20040225,2004-02-25,2004,1,2,25,Wednesday
20001218,2000-12-18,2000,4,12,18,Monday
20010204,2001-02-04,2001,1,2,4,Sunday
20010403,2001-04-03,2001,2,4,3,Tuesday
20001117,2000-11-17,2000,4,11,17,Friday
20001201,2000-12-01,2000,4,12,1,Friday
20010607,2001-06-07,2001,2,6,7,Thursday
20011218,2001-12-18,2001,4,12,18,Tuesday
20010822,2001-08-22,2001,3,8,22,Wednesday
20010518,2001-05-18,2001,2,5,18,Friday
20011017,2001-10-17,2001,4,10,17,Wednesday
20010413,2001-04-13,2001,2,4,13,Friday
20070416,2007-04-16,2007,2,4,16,Monday
20070413,2007-04-13,2007,2,4,13,Friday
19960706,1996-07-06,1996,3,7,6,Saturday
19960704,1996-07-04,1996,3,7,4,Thursday
19960705,1996-07-05,1996,3,7,5,Friday
19980503,1998-05-03,1998,2,5,3,Sunday
20010905,2001-09-05,2001,3,9,5,Wednesday
20030304,2003-03-04,2003,1,3,4,Tuesday
20070916,2007-09-16,2007,3,9,16,Sunday
20070926,2007-09-26,2007,3,9,26,Wednesday
20070902,2007-09-02,2007,3,9,2,Sunday
20070904,2007-09-04,2007,3,9,4,Tuesday
20070925,2007-09-25,2007,3,9,25,Tuesday
20060804,2006-08-04,2006,3,8,4,Friday
20070425,2007-04-25,2007,2,4,25,Wednesday
20110530,2011-05-30,2011,2,5,30,Monday
20030728,2003-07-28,2003,3,7,28,Monday
20040303,2004-03-03,2004,1,3,3,Wednesday
20031201,2003-12-01,2003,4,12,1,Monday
20040527,2004-05-27,2004,2,5,27,Thursday
20040315,2004-03-15,2004,1,3,15,Monday
20030729,2003-07-29,2003,3,7,29,Tuesday
20040104,2004-01-04,2004,1,1,4,Sunday
20040417,2004-04-17,2004,2,4,17,Saturday
20040813,2004-08-13,2004,3,8,13,Friday
19960819,1996-08-19,1996,3,8,19,Monday
19960818,1996-08-18,1996,3,8,18,Sunday
19970621,1997-06-21,1997,2,6,21,Saturday
20090402,2009-04-02,2009,2,4,2,Thursday
20101129,2010-11-29,2010,4,11,29,Monday
20101128,2010-11-28,2010,4,11,28,Sunday
19961120,1996-11-20,1996,4,11,20,Wednesday
20090209,2009-02-09,2009,1,2,9,Monday
19960815,1996-08-15,1996,3,8,15,Thursday
20150628,2015-06-28,2015,2,6,28,Sunday
20150629,2015-06-29,2015,2,6,29,Monday
20150701,2015-07-01,2015,3,7,1,Wednesday
20150702,2015-07-02,2015,3,7,2,Thursday
20151210,2015-12-10,2015,4,12,10,Thursday
20061124,2006-11-24,2006,4,11,24,Friday
20061116,2006-11-16,2006,4,11,16,Thursday
19970101,1997-01-01,1997,1,1,1,Wednesday
19960824,1996-08-24,1996,3,8,24,Saturday
20100402,2010-04-02,2010,2,4,2,Friday
19961016,1996-10-16,1996,4,10,16,Wednesday
20030911,2003-09-11,2003,3,9,11,Thursday
20030605,2003-06-05,2003,2,6,5,Thursday
20031017,2003-10-17,2003,4,10,17,Friday
20030609,2003-06-09,2003,2,6,9,Monday
20030915,2003-09-15,2003,3,9,15,Monday
20040202,2004-02-02,2004,1,2,2,Monday
20040226,2004-02-26,2004,1,2,26,Thursday
20050709,2005-07-09,2005,3,7,9,Saturday
20031124,2003-11-24,2003,4,11,24,Monday
20050912,2005-09-12,2005,3,9,12,Monday
20031013,2003-10-13,2003,4,10,13,Monday
20040203,2004-02-03,2004,1,2,3,Tuesday
20030706,2003-07-06,2003,3,7,6,Sunday
20031016,2003-10-16,2003,4,10,16,Thursday
20030928,2003-09-28,2003,3,9,28,Sunday
20040218,2004-02-18,2004,1,2,18,Wednesday
20050920,2005-09-20,2005,3,9,20,Tuesday
20040106,2004-01-06,2004,1,1,6,Tuesday
20031020,2003-10-20,2003,4,10,20,Monday
20031014,2003-10-14,2003,4,10,14,Tuesday
20030918,2003-09-18,2003,3,9,18,Thursday
20031025,2003-10-25,2003,4,10,25,Saturday
20030924,2003-09-24,2003,3,9,24,Wednesday
20040204,2004-02-04,2004,1,2,4,Wednesday
20030921,2003-09-21,2003,3,9,21,Sunday
20031130,2003-11-30,2003,4,11,30,Sunday
20040224,2004-02-24,2004,1,2,24,Tuesday
20040905,2004-09-05,2004,3,9,5,Sunday
20040215,2004-02-15,2004,1,2,15,Sunday
20030916,2003-09-16,2003,3,9,16,Tuesday
20030719,2003-07-19,2003,3,7,19,Saturday
20031009,2003-10-09,2003,4,10,9,Thursday
20040210,2004-02-10,2004,1,2,10,Tuesday
20040521,2004-05-21,2004,2,5,21,Friday
20040219,2004-02-19,2004,1,2,19,Thursday
20030920,2003-09-20,2003,3,9,20,Saturday
20050522,2005-05-22,2005,2,5,22,Sunday
20031103,2003-11-03,2003,4,11,3,Monday
20040302,2004-03-02,2004,1,3,2,Tuesday
20040720,2004-07-20,2004,3,7,20,Tuesday
20040806,2004-08-06,2004,3,8,6,Friday
20060502,2006-05-02,2006,2,5,2,Tuesday
20010612,2001-06-12,2001,2,6,12,Tuesday
20180916,2018-09-16,2018,3,9,16,Sunday
20030203,2003-02-03,2003,1,2,3,Monday
20030204,2003-02-04,2003,1,2,4,Tuesday
20020903,2002-09-03,2002,3,9,3,Tuesday
20061026,2006-10-26,2006,4,10,26,Thursday
20070527,2007-05-27,2007,2,5,27,Sunday
20070601,2007-06-01,2007,2,6,1,Friday
20061027,2006-10-27,2006,4,10,27,Friday
20000702,2000-07-02,2000,3,7,2,Sunday
20170901,2017-09-01,2017,3,9,1,Friday
20170902,2017-09-02,2017,3,9,2,Saturday
19960417,1996-04-17,1996,2,4,17,Wednesday
19960618,1996-06-18,1996,2,6,18,Tuesday
20050308,2005-03-08,2005,1,3,8,Tuesday
20001120,2000-11-20,2000,4,11,20,Monday
20011217,2001-12-17,2001,4,12,17,Monday
20010118,2001-01-18,2001,1,1,18,Thursday
20010704,2001-07-04,2001,3,7,4,Wednesday
20020203,2002-02-03,2002,1,2,3,Sunday
20010114,2001-01-14,2001,1,1,14,Sunday
20010813,2001-08-13,2001,3,8,13,Monday
20010807,2001-08-07,2001,3,8,7,Tuesday
20001123,2000-11-23,2000,4,11,23,Thursday
20010702,2001-07-02,2001,3,7,2,Monday
20010212,2001-02-12,2001,1,2,12,Monday
20020128,2002-01-28,2002,1,1,28,Monday
20010815,2001-08-15,2001,3,8,15,Wednesday
20010808,2001-08-08,2001,3,8,8,Wednesday
20001130,2000-11-30,2000,4,11,30,Thursday
20001229,2000-12-29,2000,4,12,29,Friday
20010108,2001-01-08,2001,1,1,8,Monday
20020124,2002-01-24,2002,1,1,24,Thursday
20010111,2001-01-11,2001,1,1,11,Thursday
20011011,2001-10-11,2001,4,10,11,Thursday
20010415,2001-04-15,2001,2,4,15,Sunday
20011231,2001-12-31,2001,4,12,31,Monday
20010726,2001-07-26,2001,3,7,26,Thursday
20020405,2002-04-05,2002,2,4,5,Friday
20010831,2001-08-31,2001,3,8,31,Friday
20160418,2016-04-18,2016,2,4,18,Monday
20000109,2000-01-09,2000,1,1,9,Sunday
20000110,2000-01-10,2000,1,1,10,Monday
20021009,2002-10-09,2002,4,10,9,Wednesday
20021213,2002-12-13,2002,4,12,13,Friday
20030707,2003-07-07,2003,3,7,7,Monday
19991021,1999-10-21,1999,4,10,21,Thursday
20020523,2002-05-23,2002,2,5,23,Thursday
19991019,1999-10-19,1999,4,10,19,Tuesday
19991030,1999-10-30,1999,4,10,30,Saturday
20030807,2003-08-07,2003,3,8,7,Thursday
20020601,2002-06-01,2002,2,6,1,Saturday
20020609,2002-06-09,2002,2,6,9,Sunday
20040904,2004-09-04,2004,3,9,4,Saturday
20050114,2005-01-14,2005,1,1,14,Friday
20040613,2004-06-13,2004,2,6,13,Sunday
20020624,2002-06-24,2002,2,6,24,Monday
20050906,2005-09-06,2005,3,9,6,Tuesday
20020622,2002-06-22,2002,2,6,22,Saturday
19991230,1999-12-30,1999,4,12,30,Thursday
20091221,2009-12-21,2009,4,12,21,Monday
20140528,2014-05-28,2014,2,5,28,Wednesday
20031211,2003-12-11,2003,4,12,11,Thursday
20050619,2005-06-19,2005,2,6,19,Sunday
20031209,2003-12-09,2003,4,12,9,Tuesday
20030819,2003-08-19,2003,3,8,19,Tuesday
19991127,1999-11-27,1999,4,11,27,Saturday
20000409,2000-04-09,2000,2,4,9,Sunday
19991226,1999-12-26,1999,4,12,26,Sunday
20000327,2000-03-27,2000,1,3,27,Monday
20000415,2000-04-15,2000,2,4,15,Saturday
20010715,2001-07-15,2001,3,7,15,Sunday
20050818,2005-08-18,2005,3,8,18,Thursday
20040113,2004-01-13,2004,1,1,13,Tuesday
20001208,2000-12-08,2000,4,12,8,Friday
20020407,2002-04-07,2002,2,4,7,Sunday
20020512,2002-05-12,2002,2,5,12,Sunday
20020429,2002-04-29,2002,2,4,29,Monday
20050112,2005-01-12,2005,1,1,12,Wednesday
19991102,1999-11-02,1999,4,11,2,Tuesday
20041130,2004-11-30,2004,4,11,30,Tuesday
20020526,2002-05-26,2002,2,5,26,Sunday
20030927,2003-09-27,2003,3,9,27,Saturday
20000116,2000-01-16,2000,1,1,16,Sunday
20000226,2000-02-26,2000,1,2,26,Saturday
20041127,2004-11-27,2004,4,11,27,Saturday
20020615,2002-06-15,2002,2,6,15,Saturday
20000305,2000-03-05,2000,1,3,5,Sunday
20010113,2001-01-13,2001,1,1,13,Saturday
20020414,2002-04-14,2002,2,4,14,Sunday
20020620,2002-06-20,2002,2,6,20,Thursday
20020623,2002-06-23,2002,2,6,23,Sunday
20020528,2002-05-28,2002,2,5,28,Tuesday
20020706,2002-07-06,2002,3,7,6,Saturday
20040421,2004-04-21,2004,2,4,21,Wednesday
20020714,2002-07-14,2002,3,7,14,Sunday
20050109,2005-01-09,2005,1,1,9,Sunday
20051128,2005-11-28,2005,4,11,28,Monday
20041121,2004-11-21,2004,4,11,21,Sunday
20041107,2004-11-07,2004,4,11,7,Sunday
20020824,2002-08-24,2002,3,8,24,Saturday
20040801,2004-08-01,2004,3,8,1,Sunday
20030501,2003-05-01,2003,2,5,1,Thursday
20050807,2005-08-07,2005,3,8,7,Sunday
20041205,2004-12-05,2004,4,12,5,Sunday
20031109,2003-11-09,2003,4,11,9,Sunday
20030824,2003-08-24,2003,3,8,24,Sunday
20050508,2005-05-08,2005,2,5,8,Sunday
20041129,2004-11-29,2004,4,11,29,Monday
20040907,2004-09-07,2004,3,9,7,Tuesday
20050425,2005-04-25,2005,2,4,25,Monday
20050416,2005-04-16,2005,2,4,16,Saturday
20080419,2008-04-19,2008,2,4,19,Saturday
20081221,2008-12-21,2008,4,12,21,Sunday
19991006,1999-10-06,1999,4,10,6,Wednesday
19991029,1999-10-29,1999,4,10,29,Friday
20001122,2000-11-22,2000,4,11,22,Wednesday
20140119,2014-01-19,2014,1,1,19,Sunday
20120121,2012-01-21,2012,1,1,21,Saturday
20180301,2018-03-01,2018,1,3,1,Thursday
20180303,2018-03-03,2018,1,3,3,Saturday
19961216,1996-12-16,1996,4,12,16,Monday
20091118,2009-11-18,2009,4,11,18,Wednesday
19991023,1999-10-23,1999,4,10,23,Saturday
20180423,2018-04-23,2018,2,4,23,Monday
20180424,2018-04-24,2018,2,4,24,Tuesday
20160912,2016-09-12,2016,3,9,12,Monday
20161003,2016-10-03,2016,4,10,3,Monday
20160914,2016-09-14,2016,3,9,14,Wednesday
20180128,2018-01-28,2018,1,1,28,Sunday
20161004,2016-10-04,2016,4,10,4,Tuesday
20171222,2017-12-22,2017,4,12,22,Friday
20161201,2016-12-01,2016,4,12,1,Thursday
20180609,2018-06-09,2018,2,6,9,Saturday
20180601,2018-06-01,2018,2,6,1,Friday
20161202,2016-12-02,2016,4,12,2,Friday
20180610,2018-06-10,2018,2,6,10,Sunday
20180807,2018-08-07,2018,3,8,7,Tuesday
20160915,2016-09-15,2016,3,9,15,Thursday
20180808,2018-08-08,2018,3,8,8,Wednesday
20180922,2018-09-22,2018,3,9,22,Saturday
20180608,2018-06-08,2018,2,6,8,Friday
20121022,2012-10-22,2012,4,10,22,Monday
20170914,2017-09-14,2017,3,9,14,Thursday
20170321,2017-03-21,2017,1,3,21,Tuesday
20180408,2018-04-08,2018,2,4,8,Sunday
20170322,2017-03-22,2017,1,3,22,Wednesday
20170625,2017-06-25,2017,2,6,25,Sunday
20170724,2017-07-24,2017,3,7,24,Monday
20180723,2018-07-23,2018,3,7,23,Monday
20171205,2017-12-05,2017,4,12,5,Tuesday
20170826,2017-08-26,2017,3,8,26,Saturday
20110916,2011-09-16,2011,3,9,16,Friday
19970122,1997-01-22,1997,1,1,22,Wednesday
20091215,2009-12-15,2009,4,12,15,Tuesday
20010214,2001-02-14,2001,1,2,14,Wednesday
20000417,2000-04-17,2000,2,4,17,Monday
20000420,2000-04-20,2000,2,4,20,Thursday
20050324,2005-03-24,2005,1,3,24,Thursday
20071110,2007-11-10,2007,4,11,10,Saturday
20071111,2007-11-11,2007,4,11,11,Sunday
20071227,2007-12-27,2007,4,12,27,Thursday
20071113,2007-11-13,2007,4,11,13,Tuesday
20080106,2008-01-06,2008,1,1,6,Sunday
20071118,2007-11-18,2007,4,11,18,Sunday
20080122,2008-01-22,2008,1,1,22,Tuesday
20071112,2007-11-12,2007,4,11,12,Monday
20071122,2007-11-22,2007,4,11,22,Thursday
20090316,2009-03-16,2009,1,3,16,Monday
20071117,2007-11-17,2007,4,11,17,Saturday
20071124,2007-11-24,2007,4,11,24,Saturday
20080117,2008-01-17,2008,1,1,17,Thursday
